"","ID","C.1","C.2","C.3","T.1","T.2","T.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","1050",1040,249,233,2137,2382,873,-2.25970169565508,6.0304332796124,-7.28421399413485,4.73923839419089e-05,0.0249436889860395,2.52376423958771
"2","10819",1211,371,206,77,59,17,3.13304230081288,3.508125138909,7.43152009409291,4.05367076003642e-05,0.0249436889860395,2.52777774466741
"3","1088",3002,1374,765,406,293,148,2.29406817294497,5.65237937201818,7.19958778813975,5.18985021582322e-05,0.0249436889860395,2.43445699217896
"4","1135",3771,1839,749,395,273,124,2.65173727685824,5.70624479422638,7.45877129313351,3.93917079585394e-05,0.0249436889860395,2.69179678789558
"5","11491",11385,11198,3894,1321,1074,388,3.08165037546408,7.69517702743742,7.17674069631707,5.31940258843075e-05,0.0249436889860395,2.41553128048185
"6","1549",4877,1809,1282,689,411,214,2.30843991450072,6.25596074105266,7.51241661898791,3.72398767265169e-05,0.0249436889860395,2.75241315824997
"7","2277",3052,1548,769,406,207,78,2.7820489097377,5.44960652793268,7.18594686209431,5.2667788648057e-05,0.0249436889860395,2.41455900408461
"8","239",2377,563,563,5240,9743,2417,-2.65300359149091,7.43591952077682,-7.1278639520549,5.60860303010048e-05,0.0249436889860395,2.3654942658328
"9","2631",23951,7957,4561,2407,1189,370,3.01344981256532,7.98712341426985,7.65494985908309,3.2123320909055e-05,0.0249436889860395,2.89332908484364
"10","2743",1070,482,269,103,74,47,2.68118865581177,3.96897289135056,7.06074078052869,6.03417668121926e-05,0.0249436889860395,2.24000227213714
"11","4147",116,53,29,0,0,0,6.59342102265534,-1.20549553884421,7.89469872349441,2.51698009736818e-05,0.0249436889860395,1.33887873593572
"12","4729",3711,660,688,236,131,64,3.01323978756781,4.97784790890969,7.74393654056774,2.93228253239917e-05,0.0249436889860395,2.93731513378411
"13","490",5059,2135,870,391,237,95,3.11316078843266,5.74860823151585,8.33651982799903,1.62937412049766e-05,0.0249436889860395,3.49831285644914
"14","5475",2612,1026,433,195,117,88,2.88745779512611,4.89141654960981,7.4096886041982,4.14803120239151e-05,0.0249436889860395,2.62125621179548
"15","5828",1245,456,195,59,30,28,3.56910000587153,3.44419680918091,7.48464636213206,3.83372587849738e-05,0.0249436889860395,2.55096762180902
"16","6038",6695,1409,846,3,31,4,7.83758323602907,3.35476675573118,9.07514152899135,8.19230852069356e-06,0.0249436889860395,2.92696722761128
"17","6048",1428,529,333,155,120,54,2.44169432142457,4.35848169396138,7.23140639138495,5.01514538451779e-05,0.0249436889860395,2.43213593467732
"18","6985",110,45,23,0,0,0,6.41269243641252,-1.31183056036913,7.69151207072593,3.09386630232933e-05,0.0249436889860395,1.2213424246515
"19","7724",2762,664,367,161,98,39,3.12030525263739,4.47823968116849,7.68796825142626,3.10513632535517e-05,0.0249436889860395,2.85508194281977
"20","8109",11004,3587,2245,1419,760,526,2.22822494373163,7.28806366304313,6.91078431977658,7.11830967226187e-05,0.0249436889860395,2.13678587034268
