"","ID","C.1","C.2","C.3","T.1","T.2","T.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","10292",1565,251,1151,1766,3171,2655,-2.4181363395193,6.80454119001181,-2.8071256240382,0.0202168019794984,0.999991048451508,-4.53691898475323
"2","11422",840,243,70,91,9,43,2.09987864244399,2.87795579296852,2.87842822480647,0.0179831057759263,0.999991048451508,-4.55858238512715
"3","11580",75,26,12,0,0,11,3.72946595115431,-0.931254345627085,2.87857378243464,0.0179788129661016,0.999991048451508,-4.58437052983733
"4","1491",640,192,540,4229,2283,861,-3.10608142690706,6.20377670956308,-3.97394189170291,0.00315061502504824,0.999991048451508,-4.51036079196965
"5","181",2063,565,378,190,99,215,1.55822886703694,4.82649281343769,3.13852807304417,0.0117639837475945,0.999991048451508,-4.53368731976766
"6","2145",13,6,9,24,16,73,-2.58057304843839,0.473460271429274,-2.67705774074655,0.0250441414877263,0.999991048451508,-4.57879874872211
"7","2968",244,65,288,840,441,1307,-3.11258431540798,4.87870676994526,-4.11135973223721,0.00255817941120354,0.999991048451508,-4.51334291308305
"8","441",84,20,24,3,0,8,3.08875065803309,-0.408885060859851,2.60559687549335,0.0281764058832385,0.999991048451508,-4.58535231395834
"9","4644",70,16,14,164,72,37,-2.24400347029612,1.84855476794139,-2.96644083660616,0.0155693240623728,0.999991048451508,-4.56411154917885
"10","5296",499,272,163,130,30,60,1.40732323519925,3.42730621181327,2.67265361446131,0.0252266162920877,0.999991048451508,-4.55549286742254
"11","5809",15,4,2,31,20,16,-2.55329069264327,-0.149332326548254,-2.80060372149732,0.0204347200052273,0.999991048451508,-4.58162875666121
"12","5918",171,73,36,1029,152,238,-2.83204159297796,3.70808854324911,-4.54988639466197,0.0013396161908185,0.999991048451508,-4.52029855265304
"13","6154",48,24,41,80,101,120,-2.28485874326915,2.29625580594942,-3.14510706997967,0.0116391546714962,0.999991048451508,-4.55671684785362
"14","7230",7,8,4,124,14,19,-3.31220708479346,0.257732361812758,-3.13403167857246,0.011850092255891,0.999991048451508,-4.57753605773984
"15","8042",111,30,19,4,0,6,3.38698807285755,-0.305644206258947,3.02530167268435,0.0141426081984698,0.999991048451508,-4.58299019917472
"16","8464",2,2,6,224,33,20,-4.98524753443586,0.142873220708382,-3.577687350225,0.00582578282322645,0.999991048451508,-4.57787007804924
"17","8988",3,19,2,521,10,32,-4.49861673479003,0.522437416775278,-2.67829414185276,0.0249931539250659,0.999991048451508,-4.58078893783908
"18","93",166,50,62,951,226,135,-2.70382846520354,3.68028014144612,-3.70726305286475,0.0047544458129773,0.999991048451508,-4.53185645456433
"19","9332",763,228,95,118,30,49,1.48955009621295,3.28625522049148,2.61247212044729,0.0278586424072996,0.999991048451508,-4.55798300157726
"20","9430",25,26,22,110,91,27,-2.28091032221828,1.709315265097,-2.69521598203451,0.0243057599573937,0.999991048451508,-4.56880132000915
